Date,Cases,Deaths
2020-12-14,16628168,194314
2020-12-15,16837160,208992
2020-12-16,17083804,246644
2020-12-17,17323704,239900
2020-12-18,17575536,251832
2020-12-19,17767638,192102
2020-12-20,17955653,188015
2020-12-21,18154356,198703
2020-12-22,18352463,198107
2020-12-23,18582087,229624
2020-12-24,18776242,194155
2020-12-25,18874122,97880
2020-12-26,19100538,226416
2020-12-27,19256383,155845
2020-12-28,19430535,174152
2020-12-29,19630943,200408
2020-12-30,19864644,233701
2020-12-31,20100244,235600
2021-01-01,20254160,153916
2021-01-02,20554622,300462
2021-01-03,20763475,208853
2021-01-04,20947480,184005
2021-01-05,21182522,235042
2021-01-06,21438159,255637
2021-01-07,21716496,278337
2021-01-08,22011753,295257
2021-01-09,22272720,260967
2021-01-10,22486135,213415
2021-01-11,22700799,214664
2021-01-12,22927766,226967
2021-01-13,23158067,230301
2021-01-14,23393833,235766
2021-01-15,23636613,242780
2021-01-16,23838471,201858
2021-01-17,24016402,177931
2021-01-18,24160000,143598
2021-01-19,24336216,176216
2021-01-20,24519477,183261
2021-01-21,24713333,193856
2021-01-22,24904093,190760
2021-01-23,25074852,170759
2021-01-24,25206050,131198
2021-01-25,25357727,151677
2021-01-26,25505353,147626
2021-01-27,25659314,153961
2021-01-28,25828118,168804
2021-01-29,25994731,166613
2021-01-30,26137190,142459
2021-01-31,26249342,112152
2021-02-01,26384317,134975
2021-02-02,26499620,115303
2021-02-03,26621311,121691
2021-02-04,26745317,124006
2021-02-05,26879739,134422
2021-02-06,26983915,104176
2021-02-07,27073661,89746
2021-02-08,27164099,90438
2021-02-09,27259364,95265
2021-02-10,27354614,95250
2021-02-11,27460378,105764
2021-02-12,27560048,99670
2021-02-13,27647267,87219
2021-02-14,27712402,65135
2021-02-15,27766681,54279
2021-02-16,27829179,62498
2021-02-17,27899318,70139
2021-02-18,27969229,69911
2021-02-19,28048511,79282
2021-02-20,28120119,71608
2021-02-21,28177280,57161
2021-02-22,28233431,56151
2021-02-23,28305709,72278
2021-02-24,28380445,74736
2021-02-25,28457959,77514
2021-02-26,28535292,77333
2021-02-27,28599936,64644
2021-02-28,28651355,51419
2021-03-01,28709454,58099
2021-03-02,28766544,57090
2021-03-03,28833745,67201
2021-03-04,28901802,68057
2021-03-05,28968231,66429
2021-03-06,29026478,58247
2021-03-07,29067553,41075
2021-03-08,29112472,44919
2021-03-09,29170126,57654
2021-03-10,29228034,57908
2021-03-11,29290495,62461
2021-03-12,29352006,61511
2021-03-13,29405035,53029
2021-03-14,29443317,38282
2021-03-15,29499863,56546
2021-03-16,29553856,53993
2021-03-17,29613135,59279
2021-03-18,29673509,60374
2021-03-19,29735175,61666
2021-03-20,29790671,55496
2021-03-21,29824511,33840
2021-03-22,29875944,51433
2021-03-23,29929612,53668
2021-03-24,30016566,86954
2021-03-25,30084115,67549
2021-03-26,30161485,77370
2021-03-27,30224333,62848
2021-03-28,30267553,43220
2021-03-29,30336835,69282
2021-03-30,30398261,61426
2021-03-31,30465030,66769
2021-04-01,30544145,79115
2021-04-02,30614031,69886
2021-04-03,30677289,63258
2021-04-04,30712415,35126
2021-04-05,30789814,77399
2021-04-06,30850504,60690
2021-04-07,30925509,75005
2021-04-08,31005391,79882
2021-04-09,31088104,82713
2021-04-10,31154800,66696
2021-04-11,31201306,46506
2021-04-12,31271399,70093
2021-04-13,31349356,77957
2021-04-14,31424769,75413
2021-04-15,31499073,74304
2021-04-16,31579124,80051
2021-04-17,31631670,52546
2021-04-18,31673784,42114
2021-04-19,31741907,68123
2021-04-20,31802848,60941
2021-04-21,31865707,62859
2021-04-22,31932976,67269
2021-04-23,31995381,62405
2021-04-24,32048873,53492
2021-04-25,32081038,32165
2021-04-26,32128604,47566
2021-04-27,32179445,50841
2021-04-28,32234586,55141
2021-04-29,32292841,58255
2021-04-30,32350761,57920
2021-05-01,32396144,45383
2021-05-02,32425548,29404
2021-05-03,32476040,50492
2021-05-04,32516756,40716
2021-05-05,32561469,44713
2021-05-06,32609021,47552
2021-05-07,32657158,48137
2021-05-08,32690834,33676
2021-05-09,32712264,21430
2021-05-10,32749068,36804
2021-05-11,32782712,33644
2021-05-12,32818551,35839
2021-05-13,32856627,38076
2021-05-14,32898886,42259
2021-05-15,32927740,28854
2021-05-16,32944627,16887
2021-05-17,32973249,28622
2021-05-18,33001039,27790
2021-05-19,33030332,29293
2021-05-20,33060540,30208
2021-05-21,33088492,27952
2021-05-22,33108291,19799
2021-05-23,33121157,12866
2021-05-24,33146976,25819
2021-05-25,33169715,22739
2021-05-26,33193687,23972
2021-05-27,33221141,27454
2021-05-28,33242999,21858
2021-05-29,33254998,11999
2021-05-30,33261731,6733
2021-05-31,33267507,5776
2021-06-01,33290450,22943
2021-06-02,33307363,16913
2021-06-03,33326437,19074
2021-06-04,33343297,16860
2021-06-05,33357205,13908
2021-06-06,33362600,5395
2021-06-07,33378096,15496
2021-06-08,33393246,15150
2021-06-09,33414025,20779
